dom ; request ; size ; historical ; distance
277 ; 52 ; 1247.06 ; 70.19 ; 93.63
470 ; 58 ; 1295.05 ; 60.48 ; 92.59
180 ; 40 ; 713.75 ; 79.26 ; 97.88
983 ; 40 ; 1043.04 ; 50.04 ; 91.99
701 ; 188 ; 2706.39 ; 30.29 ; 69.42
580 ; 30 ; 136.67 ; 68.33 ; 98.61
1199 ; 152 ; 3654.38 ; 19.95 ; 42.29
172 ; 31 ; 385.33 ; 83.11 ; 99.30
1211 ; 41 ; 1829.94 ; 42.45 ; 81.24
325 ; 32 ; 104.84 ; 78.65 ; 99.54
198 ; 22 ; 684.16 ; 82.23 ; 98.02
501 ; 33 ; 2358.29 ; 61.10 ; 77.35
676 ; 39 ; 1083.70 ; 58.14 ; 93.64
873 ; 16 ; 84.56 ; 61.98 ; 97.00
268 ; 25 ; 624.79 ; 79.53 ; 98.20
316 ; 55 ; 2656.08 ; 63.26 ; 72.12
311 ; 47 ; 1457.54 ; 69.07 ; 91.34
595 ; 162 ; 1245.10 ; 40.15 ; 92.48
1173 ; 47 ; 1277.09 ; 43.92 ; 88.28
652 ; 169 ; 1535.00 ; 36.32 ; 89.05
474 ; 32 ; 1451.35 ; 65.44 ; 90.92
1043 ; 63 ; 2357.18 ; 38.43 ; 74.10
618 ; 84 ; 1759.96 ; 46.98 ; 86.42
292 ; 7 ; 58.08 ; 84.26 ; 99.65
945 ; 156 ; 1349.47 ; 29.89 ; 89.33
462 ; 96 ; 2650.87 ; 48.38 ; 71.76
507 ; 58 ; 2989.45 ; 53.90 ; 64.17
353 ; 22 ; 940.23 ; 74.86 ; 96.07
517 ; 18 ; 96.43 ; 73.10 ; 98.92
1061 ; 30 ; 1903.13 ; 46.79 ; 81.50
408 ; 75 ; 2048.43 ; 56.30 ; 82.98
314 ; 15 ; 1710.52 ; 74.11 ; 88.22
482 ; 48 ; 1424.07 ; 61.77 ; 91.19
437 ; 86 ; 3573.71 ; 49.80 ; 49.48
279 ; 45 ; 741.05 ; 74.42 ; 97.55
817 ; 31 ; 1808.70 ; 52.36 ; 84.65
139 ; 22 ; 546.25 ; 84.90 ; 98.76
643 ; 42 ; 195.09 ; 63.35 ; 98.23
528 ; 146 ; 1012.54 ; 45.08 ; 94.84
352 ; 7 ; 362.70 ; 80.22 ; 99.00
1154 ; 21 ; 613.58 ; 52.89 ; 93.34
157 ; 13 ; 1252.33 ; 82.05 ; 93.79
649 ; 156 ; 1878.00 ; 36.06 ; 84.53
312 ; 20 ; 443.39 ; 79.61 ; 98.85
1233 ; 174 ; 2089.79 ; 20.87 ; 76.95
319 ; 11 ; 130.42 ; 82.22 ; 99.54
806 ; 176 ; 4251.19 ; 25.68 ; 26.95
382 ; 3 ; 322.67 ; 79.68 ; 99.03
470 ; 77 ; 411.76 ; 60.82 ; 98.46
552 ; 15 ; 940.65 ; 67.75 ; 95.37
485 ; 113 ; 869.53 ; 51.39 ; 96.09
682 ; 149 ; 2902.66 ; 32.88 ; 65.28
647 ; 98 ; 2671.37 ; 40.86 ; 70.53
405 ; 49 ; 1751.34 ; 63.47 ; 87.40
480 ; 44 ; 4194.82 ; 56.83 ; 30.55
760 ; 43 ; 678.11 ; 56.81 ; 95.95
514 ; 49 ; 794.05 ; 63.39 ; 96.51
612 ; 70 ; 2264.47 ; 48.54 ; 78.55
611 ; 16 ; 188.52 ; 69.35 ; 98.41
627 ; 130 ; 2716.81 ; 36.97 ; 69.65
668 ; 103 ; 2778.99 ; 39.06 ; 68.14
664 ; 133 ; 2657.16 ; 35.49 ; 70.71
531 ; 131 ; 2976.97 ; 39.98 ; 64.31
206 ; 79 ; 867.95 ; 68.59 ; 96.88
803 ; 32 ; 1370.98 ; 54.34 ; 90.16
250 ; 16 ; 1541.90 ; 77.13 ; 90.49
387 ; 18 ; 1258.12 ; 72.48 ; 93.25
624 ; 35 ; 139.14 ; 65.75 ; 98.40
561 ; 71 ; 355.71 ; 58.70 ; 98.26
1093 ; 128 ; 2918.72 ; 24.91 ; 62.10
989 ; 70 ; 1066.09 ; 42.72 ; 91.74
846 ; 83 ; 1350.44 ; 41.84 ; 90.08
257 ; 24 ; 889.53 ; 78.67 ; 96.66
121 ; 1 ; 110.13 ; 91.33 ; 99.90
777 ; 41 ; 1635.26 ; 52.10 ; 87.23
618 ; 58 ; 1312.71 ; 54.62 ; 91.79
724 ; 87 ; 954.69 ; 46.48 ; 94.38
864 ; 163 ; 2505.53 ; 27.43 ; 72.53
308 ; 33 ; 569.42 ; 76.78 ; 98.36
327 ; 48 ; 535.35 ; 72.89 ; 98.46
548 ; 88 ; 969.64 ; 52.39 ; 95.14
885 ; 19 ; 451.29 ; 59.32 ; 96.15
554 ; 26 ; 1400.81 ; 63.56 ; 91.16
372 ; 75 ; 637.75 ; 64.17 ; 97.85
434 ; 29 ; 1152.22 ; 69.11 ; 94.09
898 ; 172 ; 1116.21 ; 31.02 ; 91.89
378 ; 45 ; 1920.96 ; 64.97 ; 85.06
679 ; 55 ; 2070.22 ; 50.31 ; 81.50
382 ; 39 ; 1641.47 ; 67.14 ; 88.93
844 ; 74 ; 1463.90 ; 43.25 ; 88.86
514 ; 62 ; 2780.03 ; 53.03 ; 68.85
436 ; 25 ; 1718.51 ; 67.27 ; 87.75
1008 ; 23 ; 1204.09 ; 51.98 ; 90.39
486 ; 97 ; 1843.26 ; 49.38 ; 85.81
626 ; 100 ; 4211.36 ; 39.15 ; 29.35
766 ; 70 ; 1308.03 ; 46.95 ; 91.03
223 ; 76 ; 1197.34 ; 66.93 ; 94.20
316 ; 21 ; 944.84 ; 76.55 ; 96.13
357 ; 34 ; 1186.48 ; 71.27 ; 94.02
569 ; 69 ; 889.57 ; 55.96 ; 95.64
1229 ; 73 ; 2485.91 ; 32.79 ; 70.02
829 ; 71 ; 754.67 ; 47.84 ; 95.08
602 ; 51 ; 1580.72 ; 55.68 ; 88.84
539 ; 29 ; 1405.09 ; 63.55 ; 91.17
408 ; 31 ; 690.44 ; 72.28 ; 97.49
242 ; 74 ; 2371.33 ; 62.40 ; 77.85
1013 ; 187 ; 3011.61 ; 21.87 ; 60.54
1020 ; 49 ; 2465.51 ; 41.94 ; 72.26
399 ; 39 ; 1350.69 ; 67.67 ; 92.27
402 ; 81 ; 168.22 ; 64.07 ; 99.23
344 ; 37 ; 1907.29 ; 68.19 ; 85.36
196 ; 19 ; 856.78 ; 81.86 ; 96.99
1173 ; 155 ; 4110.16 ; 19.63 ; 28.74
326 ; 70 ; 1374.76 ; 63.34 ; 92.20
547 ; 19 ; 1471.96 ; 64.69 ; 90.39
394 ; 6 ; 92.93 ; 79.93 ; 99.36
486 ; 26 ; 2775.40 ; 62.09 ; 69.07
434 ; 31 ; 583.58 ; 71.77 ; 97.94
591 ; 35 ; 1845.88 ; 58.69 ; 85.36
478 ; 78 ; 940.14 ; 57.41 ; 95.64
412 ; 41 ; 1767.55 ; 64.99 ; 87.16
244 ; 70 ; 1848.30 ; 64.68 ; 86.44
790 ; 28 ; 831.23 ; 58.16 ; 94.87
533 ; 11 ; 577.46 ; 70.98 ; 97.59
731 ; 44 ; 826.15 ; 56.66 ; 95.25
607 ; 45 ; 1290.76 ; 58.20 ; 92.07
544 ; 50 ; 2035.31 ; 56.50 ; 82.70
399 ; 84 ; 1561.92 ; 56.54 ; 89.85
523 ; 28 ; 370.02 ; 69.76 ; 98.40
579 ; 35 ; 1643.06 ; 59.89 ; 88.17
509 ; 17 ; 469.87 ; 71.70 ; 98.13
951 ; 36 ; 1447.17 ; 49.55 ; 88.31
1050 ; 129 ; 1285.17 ; 30.55 ; 89.21
735 ; 133 ; 3218.07 ; 32.23 ; 57.49
931 ; 82 ; 1298.69 ; 40.28 ; 90.03
1084 ; 19 ; 624.63 ; 54.25 ; 93.90
302 ; 64 ; 1383.79 ; 65.73 ; 92.17
636 ; 29 ; 322.61 ; 65.58 ; 98.02
194 ; 21 ; 175.06 ; 85.17 ; 99.73
841 ; 123 ; 4472.31 ; 29.07 ; 19.27
246 ; 61 ; 731.20 ; 71.93 ; 97.67
316 ; 108 ; 1195.44 ; 57.52 ; 94.00
233 ; 16 ; 366.88 ; 83.76 ; 99.26
321 ; 26 ; 1211.24 ; 74.13 ; 93.88
433 ; 28 ; 304.58 ; 73.84 ; 98.91
399 ; 76 ; 2377.62 ; 55.57 ; 77.34
341 ; 13 ; 616.15 ; 78.55 ; 98.07
701 ; 145 ; 3468.75 ; 31.77 ; 51.13
320 ; 34 ; 1967.74 ; 69.63 ; 84.51
522 ; 105 ; 2230.93 ; 45.39 ; 79.51
948 ; 188 ; 4413.28 ; 21.49 ; 20.49
645 ; 88 ; 1490.49 ; 46.31 ; 89.70
454 ; 58 ; 1808.28 ; 59.04 ; 86.45
290 ; 63 ; 2498.16 ; 62.74 ; 75.35
827 ; 145 ; 1940.51 ; 31.27 ; 82.59
394 ; 53 ; 913.42 ; 66.82 ; 96.13
161 ; 3 ; 14.37 ; 89.73 ; 99.90
375 ; 36 ; 116.13 ; 75.70 ; 99.39
339 ; 99 ; 783.95 ; 60.13 ; 97.12
576 ; 138 ; 2203.10 ; 39.25 ; 79.73
948 ; 115 ; 2011.26 ; 31.55 ; 80.69
226 ; 43 ; 1224.97 ; 74.37 ; 93.95
1400 ; 102 ; 2354.13 ; 25.62 ; 70.74
998 ; 36 ; 1539.95 ; 48.24 ; 86.88
350 ; 45 ; 3107.81 ; 63.41 ; 61.89
306 ; 100 ; 1746.38 ; 56.81 ; 87.72
225 ; 41 ; 723.12 ; 77.48 ; 97.76
334 ; 121 ; 1953.76 ; 51.91 ; 84.64
775 ; 41 ; 1028.59 ; 54.96 ; 93.53
393 ; 78 ; 939.38 ; 61.01 ; 95.94
849 ; 90 ; 793.94 ; 43.23 ; 94.71
534 ; 41 ; 292.38 ; 67.13 ; 98.55
520 ; 34 ; 599.98 ; 67.54 ; 97.54
478 ; 35 ; 1774.71 ; 63.42 ; 86.84
971 ; 19 ; 765.12 ; 55.67 ; 94.05
601 ; 27 ; 137.41 ; 68.08 ; 98.52
770 ; 160 ; 4219.78 ; 27.71 ; 28.23
387 ; 110 ; 2577.41 ; 49.51 ; 73.49
303 ; 22 ; 2521.09 ; 71.01 ; 74.88
840 ; 41 ; 236.95 ; 57.36 ; 97.03
424 ; 48 ; 2525.83 ; 60.65 ; 74.44
381 ; 67 ; 2852.00 ; 57.27 ; 67.73
285 ; 48 ; 1684.81 ; 68.94 ; 88.62
345 ; 82 ; 2719.63 ; 55.85 ; 70.70
475 ; 137 ; 1642.08 ; 45.22 ; 88.54
383 ; 61 ; 725.74 ; 66.40 ; 97.36
433 ; 24 ; 3475.25 ; 63.57 ; 52.22
206 ; 9 ; 96.50 ; 86.96 ; 99.80
789 ; 91 ; 774.13 ; 44.79 ; 95.21
797 ; 70 ; 1309.46 ; 46.08 ; 90.83
920 ; 158 ; 3489.04 ; 24.79 ; 49.19
1065 ; 86 ; 2387.89 ; 32.92 ; 73.34
622 ; 59 ; 2586.08 ; 50.03 ; 72.43
949 ; 108 ; 1404.03 ; 34.79 ; 88.77
649 ; 19 ; 93.06 ; 68.01 ; 98.32
470 ; 94 ; 1417.18 ; 52.25 ; 91.28
168 ; 5 ; 35.01 ; 89.12 ; 99.89
689 ; 86 ; 3465.70 ; 40.29 ; 51.33
492 ; 23 ; 3139.86 ; 61.75 ; 60.65
320 ; 17 ; 1983.01 ; 72.58 ; 84.28
356 ; 65 ; 667.30 ; 66.91 ; 97.76
480 ; 80 ; 1267.60 ; 55.25 ; 92.82
466 ; 21 ; 581.83 ; 72.20 ; 97.83
611 ; 87 ; 1618.04 ; 47.16 ; 88.32
219 ; 30 ; 2277.60 ; 73.37 ; 79.60
141 ; 10 ; 712.95 ; 85.74 ; 97.94
396 ; 87 ; 1763.56 ; 55.28 ; 87.24
629 ; 13 ; 360.00 ; 68.30 ; 97.95
702 ; 38 ; 1966.59 ; 53.83 ; 83.01
753 ; 151 ; 3254.70 ; 29.94 ; 56.44
705 ; 90 ; 3258.68 ; 39.34 ; 56.67
127 ; 16 ; 980.59 ; 83.90 ; 96.19
711 ; 33 ; 1299.15 ; 57.19 ; 91.45
833 ; 106 ; 3812.88 ; 32.19 ; 40.62
555 ; 38 ; 4271.63 ; 55.07 ; 27.72
856 ; 98 ; 1856.20 ; 36.77 ; 83.69
569 ; 28 ; 154.74 ; 69.02 ; 98.64
459 ; 38 ; 792.75 ; 68.17 ; 96.73
277 ; 69 ; 783.73 ; 68.55 ; 97.29
301 ; 84 ; 2067.38 ; 58.86 ; 82.97
230 ; 10 ; 249.20 ; 85.25 ; 99.55
449 ; 42 ; 618.18 ; 68.72 ; 97.72
1104 ; 36 ; 1387.09 ; 46.93 ; 87.75
753 ; 83 ; 3732.84 ; 38.59 ; 43.49
396 ; 37 ; 456.96 ; 72.89 ; 98.57
498 ; 122 ; 1130.30 ; 48.30 ; 94.00
364 ; 22 ; 1464.63 ; 71.85 ; 91.13
608 ; 76 ; 2215.39 ; 47.55 ; 79.42
747 ; 49 ; 332.10 ; 57.62 ; 97.39
628 ; 103 ; 1448.07 ; 44.45 ; 90.25
659 ; 19 ; 679.20 ; 64.60 ; 96.51
215 ; 16 ; 1280.82 ; 79.54 ; 93.43
466 ; 62 ; 1354.35 ; 59.43 ; 91.99
520 ; 62 ; 2573.32 ; 53.21 ; 73.14
175 ; 36 ; 25.02 ; 83.91 ; 99.87
214 ; 5 ; 121.38 ; 87.06 ; 99.76
378 ; 70 ; 1496.48 ; 60.62 ; 90.70
309 ; 113 ; 2031.94 ; 53.78 ; 83.50
100 ; 7 ; 166.56 ; 90.18 ; 99.85
277 ; 29 ; 790.07 ; 77.53 ; 97.27
762 ; 40 ; 2806.50 ; 49.46 ; 67.05
703 ; 133 ; 3093.04 ; 33.44 ; 60.74
327 ; 5 ; 237.73 ; 82.13 ; 99.36
217 ; 19 ; 397.54 ; 83.64 ; 99.20
420 ; 65 ; 2010.25 ; 58.14 ; 83.55
766 ; 60 ; 2881.74 ; 44.50 ; 65.35
500 ; 57 ; 2534.64 ; 55.30 ; 73.99
183 ; 19 ; 872.45 ; 82.21 ; 96.90
384 ; 58 ; 977.49 ; 65.72 ; 95.69
717 ; 93 ; 4296.54 ; 37.25 ; 26.05
906 ; 108 ; 3744.27 ; 30.22 ; 42.15
600 ; 93 ; 1863.68 ; 45.53 ; 85.03
676 ; 59 ; 2092.45 ; 49.38 ; 81.15
259 ; 78 ; 2199.01 ; 61.35 ; 80.88
542 ; 19 ; 344.58 ; 70.68 ; 98.39
438 ; 31 ; 601.45 ; 71.50 ; 97.84
489 ; 121 ; 2574.56 ; 43.73 ; 73.19
671 ; 53 ; 423.33 ; 58.61 ; 97.54
694 ; 125 ; 2956.77 ; 34.87 ; 64.01
1071 ; 28 ; 459.26 ; 53.82 ; 94.71
289 ; 91 ; 1631.94 ; 59.49 ; 89.27
674 ; 63 ; 1266.12 ; 51.66 ; 91.97
802 ; 122 ; 4101.26 ; 30.56 ; 31.92
337 ; 85 ; 988.17 ; 61.66 ; 95.73
329 ; 106 ; 1340.60 ; 56.56 ; 92.53
648 ; 6 ; 207.27 ; 69.27 ; 98.20
1171 ; 100 ; 4070.69 ; 26.12 ; 30.07
713 ; 82 ; 2357.01 ; 42.38 ; 76.35
338 ; 32 ; 1629.81 ; 70.45 ; 89.20
620 ; 63 ; 2456.08 ; 49.43 ; 74.99
866 ; 46 ; 1814.58 ; 47.90 ; 84.24
487 ; 66 ; 1845.74 ; 55.62 ; 85.79
650 ; 110 ; 2676.87 ; 38.88 ; 70.39
702 ; 198 ; 1470.28 ; 33.52 ; 89.51
799 ; 79 ; 912.05 ; 46.15 ; 94.25
479 ; 60 ; 2266.01 ; 56.11 ; 79.09
358 ; 22 ; 1605.85 ; 71.51 ; 89.45
1142 ; 24 ; 883.77 ; 51.10 ; 91.88
569 ; 40 ; 1139.46 ; 61.50 ; 93.67
666 ; 142 ; 3564.36 ; 33.09 ; 48.70
156 ; 30 ; 114.73 ; 85.18 ; 99.85
273 ; 18 ; 358.84 ; 81.93 ; 99.21
811 ; 185 ; 2801.71 ; 26.98 ; 66.73
653 ; 57 ; 448.52 ; 58.17 ; 97.54
306 ; 44 ; 765.93 ; 73.46 ; 97.34
1010 ; 22 ; 1173.43 ; 52.26 ; 90.66
462 ; 25 ; 2263.19 ; 64.45 ; 79.21
222 ; 6 ; 16.51 ; 87.27 ; 99.81
208 ; 46 ; 1540.43 ; 72.84 ; 90.58
904 ; 73 ; 1111.65 ; 43.71 ; 91.98
712 ; 22 ; 1553.48 ; 58.03 ; 88.62
1105 ; 75 ; 534.58 ; 42.38 ; 94.11
957 ; 140 ; 2604.03 ; 26.91 ; 69.94
822 ; 124 ; 2758.07 ; 31.58 ; 67.68
1098 ; 137 ; 1502.99 ; 27.92 ; 86.43
802 ; 102 ; 2137.78 ; 36.65 ; 79.65
392 ; 41 ; 1601.31 ; 66.46 ; 89.41
728 ; 149 ; 2070.60 ; 33.37 ; 81.15
729 ; 15 ; 417.91 ; 64.42 ; 97.25
581 ; 55 ; 2459.84 ; 52.75 ; 75.10
633 ; 21 ; 1484.41 ; 61.13 ; 89.85
665 ; 102 ; 1587.09 ; 42.74 ; 88.43
503 ; 29 ; 115.44 ; 71.66 ; 98.96
376 ; 15 ; 62.71 ; 79.72 ; 99.43
674 ; 75 ; 2854.68 ; 43.98 ; 66.46
230 ; 33 ; 1407.78 ; 75.47 ; 92.07
730 ; 28 ; 2786.00 ; 52.84 ; 67.69
448 ; 91 ; 461.60 ; 58.69 ; 98.36
770 ; 64 ; 2580.53 ; 44.05 ; 71.73
1255 ; 134 ; 1406.33 ; 26.26 ; 86.09
754 ; 39 ; 2590.42 ; 50.34 ; 71.64
544 ; 23 ; 1786.05 ; 62.90 ; 86.42
145 ; 7 ; 704.16 ; 86.05 ; 97.99
1024 ; 25 ; 284.10 ; 56.19 ; 95.60
450 ; 53 ; 2776.75 ; 57.84 ; 69.17
678 ; 88 ; 2572.12 ; 41.78 ; 72.41
695 ; 22 ; 2331.95 ; 56.02 ; 76.93
331 ; 17 ; 2202.59 ; 71.47 ; 80.67
449 ; 17 ; 2220.61 ; 66.44 ; 80.01
421 ; 90 ; 473.91 ; 59.96 ; 98.40
720 ; 90 ; 390.62 ; 49.10 ; 97.35
255 ; 44 ; 1271.48 ; 72.82 ; 93.44
668 ; 19 ; 1270.90 ; 61.19 ; 91.97
756 ; 35 ; 1626.36 ; 53.97 ; 87.47
877 ; 192 ; 4208.55 ; 23.12 ; 27.87
796 ; 162 ; 2478.72 ; 29.36 ; 73.50
179 ; 46 ; 1137.29 ; 75.68 ; 94.83
765 ; 53 ; 2241.38 ; 47.63 ; 78.14
210 ; 19 ; 367.97 ; 84.03 ; 99.30
327 ; 3 ; 168.40 ; 82.72 ; 99.47
612 ; 36 ; 573.90 ; 63.76 ; 97.25
927 ; 64 ; 1261.79 ; 44.47 ; 90.43
787 ; 149 ; 2388.03 ; 30.78 ; 75.29
1084 ; 48 ; 1892.14 ; 42.56 ; 81.47
634 ; 90 ; 2094.32 ; 44.15 ; 81.32
828 ; 160 ; 3152.80 ; 27.36 ; 58.51
1066 ; 28 ; 2235.48 ; 46.07 ; 76.10
543 ; 22 ; 2399.84 ; 61.28 ; 76.42
470 ; 43 ; 499.10 ; 68.24 ; 98.16
209 ; 23 ; 480.31 ; 82.81 ; 98.93
1000 ; 93 ; 1645.11 ; 35.21 ; 85.53
623 ; 135 ; 3146.00 ; 35.87 ; 59.86
364 ; 32 ; 811.63 ; 73.30 ; 96.91
827 ; 158 ; 1266.82 ; 32.98 ; 90.99
445 ; 107 ; 1307.81 ; 51.68 ; 92.52
1082 ; 22 ; 1268.29 ; 50.40 ; 89.17
407 ; 47 ; 2395.87 ; 61.91 ; 76.99
315 ; 88 ; 958.75 ; 62.15 ; 96.00
891 ; 107 ; 2597.92 ; 32.48 ; 70.57
388 ; 91 ; 580.66 ; 60.59 ; 98.07
330 ; 31 ; 1958.59 ; 69.80 ; 84.63
163 ; 4 ; 37.69 ; 89.40 ; 99.89
839 ; 26 ; 1423.12 ; 54.21 ; 89.37
565 ; 34 ; 598.21 ; 65.79 ; 97.36
780 ; 19 ; 2141.09 ; 54.42 ; 79.77
488 ; 108 ; 567.17 ; 53.61 ; 97.77
184 ; 27 ; 346.28 ; 83.65 ; 99.40
553 ; 34 ; 157.99 ; 68.50 ; 98.71
569 ; 64 ; 3077.78 ; 49.89 ; 61.82
100 ; 24 ; 576.96 ; 85.56 ; 98.66
819 ; 122 ; 3226.76 ; 31.13 ; 56.77
257 ; 20 ; 794.09 ; 79.85 ; 97.28
755 ; 65 ; 2348.95 ; 44.77 ; 76.27
444 ; 109 ; 1564.08 ; 50.32 ; 89.66
266 ; 16 ; 2130.52 ; 74.44 ; 82.04
319 ; 39 ; 1104.70 ; 72.22 ; 94.84
435 ; 66 ; 1103.43 ; 61.00 ; 94.50
478 ; 48 ; 1591.53 ; 61.23 ; 89.23
426 ; 71 ; 1372.97 ; 58.92 ; 91.93
730 ; 87 ; 2167.68 ; 41.31 ; 79.59
669 ; 95 ; 2365.45 ; 41.27 ; 76.43
344 ; 15 ; 2069.99 ; 71.65 ; 82.85
450 ; 80 ; 1207.26 ; 56.81 ; 93.51
221 ; 24 ; 184.58 ; 83.72 ; 99.67
478 ; 73 ; 2247.95 ; 53.19 ; 79.40
320 ; 18 ; 1927.99 ; 72.59 ; 85.12
303 ; 92 ; 869.42 ; 62.39 ; 96.66
348 ; 28 ; 456.30 ; 76.65 ; 98.71
819 ; 116 ; 3464.42 ; 31.57 ; 50.58
269 ; 9 ; 721.59 ; 81.39 ; 97.69
591 ; 72 ; 2988.45 ; 47.35 ; 63.83
374 ; 15 ; 1406.03 ; 72.85 ; 91.75
634 ; 79 ; 1128.86 ; 50.22 ; 93.45
85 ; 25 ; 860.33 ; 84.29 ; 97.09
491 ; 22 ; 1904.39 ; 64.80 ; 84.93
537 ; 8 ; 285.07 ; 72.73 ; 98.56
169 ; 28 ; 902.63 ; 80.97 ; 96.71
165 ; 6 ; 55.96 ; 88.97 ; 99.88
436 ; 66 ; 1947.83 ; 57.43 ; 84.46
719 ; 78 ; 1962.59 ; 44.14 ; 82.96
735 ; 86 ; 2796.56 ; 39.88 ; 67.40
555 ; 70 ; 1798.39 ; 52.10 ; 86.18
731 ; 164 ; 2317.88 ; 31.51 ; 76.89
607 ; 12 ; 771.15 ; 66.98 ; 96.25
751 ; 66 ; 2615.36 ; 44.04 ; 71.14
628 ; 111 ; 4234.39 ; 37.40 ; 28.57
666 ; 48 ; 2472.26 ; 51.34 ; 74.45
641 ; 46 ; 1875.89 ; 54.38 ; 84.68
309 ; 20 ; 956.29 ; 76.95 ; 96.06
172 ; 11 ; 651.62 ; 84.97 ; 98.23
808 ; 88 ; 2603.84 ; 37.82 ; 71.02
260 ; 59 ; 1735.22 ; 67.10 ; 87.99
710 ; 20 ; 458.97 ; 63.97 ; 97.21
616 ; 144 ; 2485.44 ; 36.46 ; 74.38
729 ; 12 ; 739.71 ; 63.06 ; 95.80
208 ; 6 ; 17.44 ; 87.74 ; 99.83
252 ; 16 ; 1079.38 ; 79.20 ; 95.21
323 ; 14 ; 200.46 ; 81.32 ; 99.44
408 ; 4 ; 120.58 ; 79.44 ; 99.29
447 ; 90 ; 1780.13 ; 52.51 ; 86.85
1197 ; 111 ; 1538.96 ; 29.41 ; 85.14
539 ; 39 ; 790.04 ; 64.68 ; 96.43
1301 ; 77 ; 1271.31 ; 35.30 ; 87.09
303 ; 28 ; 2177.98 ; 70.81 ; 81.16
684 ; 22 ; 409.07 ; 64.72 ; 97.52
324 ; 15 ; 625.08 ; 78.95 ; 98.07
177 ; 20 ; 1325.82 ; 79.95 ; 93.03
398 ; 44 ; 781.64 ; 69.51 ; 97.00
344 ; 19 ; 932.29 ; 75.78 ; 96.15
606 ; 120 ; 1608.66 ; 42.18 ; 88.43
407 ; 98 ; 1325.19 ; 54.65 ; 92.48
379 ; 26 ; 201.48 ; 76.99 ; 99.28
650 ; 41 ; 974.20 ; 59.20 ; 94.65
563 ; 35 ; 166.07 ; 67.87 ; 98.65
390 ; 35 ; 1683.51 ; 67.48 ; 88.36
787 ; 140 ; 3946.25 ; 29.14 ; 36.85
362 ; 61 ; 106.75 ; 70.53 ; 99.43
813 ; 166 ; 1857.28 ; 30.36 ; 83.88
802 ; 150 ; 932.73 ; 35.95 ; 94.02
257 ; 10 ; 177.41 ; 84.56 ; 99.62
283 ; 73 ; 2331.04 ; 61.13 ; 78.50
424 ; 126 ; 2025.25 ; 47.25 ; 83.26
730 ; 75 ; 2399.20 ; 43.19 ; 75.48
564 ; 31 ; 436.96 ; 67.26 ; 98.01
317 ; 81 ; 990.05 ; 63.31 ; 95.76
487 ; 44 ; 1134.87 ; 63.90 ; 94.05
475 ; 94 ; 944.22 ; 54.36 ; 95.61
671 ; 115 ; 2000.50 ; 39.16 ; 82.61
694 ; 98 ; 2356.59 ; 39.98 ; 76.45
283 ; 6 ; 556.83 ; 82.15 ; 98.48
319 ; 27 ; 460.10 ; 78.02 ; 98.78
933 ; 51 ; 1344.52 ; 47.04 ; 89.56
600 ; 48 ; 3554.30 ; 51.85 ; 49.38
949 ; 25 ; 1270.33 ; 52.48 ; 90.20
429 ; 62 ; 130.27 ; 67.32 ; 99.20
869 ; 144 ; 4243.41 ; 26.29 ; 26.84
977 ; 110 ; 3721.56 ; 28.40 ; 42.28
822 ; 43 ; 2095.94 ; 48.83 ; 80.25
576 ; 55 ; 3034.08 ; 51.83 ; 62.84
565 ; 15 ; 1540.65 ; 64.39 ; 89.51
398 ; 16 ; 1977.86 ; 69.49 ; 84.14
644 ; 120 ; 3682.37 ; 36.20 ; 45.51
203 ; 13 ; 141.30 ; 86.29 ; 99.76
98 ; 10 ; 585.70 ; 87.71 ; 98.63
187 ; 42 ; 1734.27 ; 73.74 ; 88.14
585 ; 126 ; 1841.69 ; 41.32 ; 85.39
776 ; 94 ; 1663.05 ; 40.33 ; 86.85
191 ; 13 ; 572.34 ; 84.50 ; 98.58
544 ; 149 ; 2659.93 ; 38.35 ; 71.20
353 ; 85 ; 2400.26 ; 55.59 ; 77.04
554 ; 42 ; 2658.56 ; 56.46 ; 71.27
232 ; 38 ; 1473.17 ; 74.10 ; 91.33
402 ; 114 ; 1863.39 ; 50.27 ; 85.79
483 ; 25 ; 2341.63 ; 63.37 ; 77.73
616 ; 58 ; 999.86 ; 56.25 ; 94.61
393 ; 97 ; 1798.26 ; 53.47 ; 86.77
115 ; 6 ; 1055.58 ; 85.19 ; 95.61
853 ; 62 ; 2527.79 ; 42.37 ; 72.26
1212 ; 36 ; 2055.37 ; 42.74 ; 77.82
727 ; 90 ; 3257.34 ; 38.64 ; 56.58
482 ; 19 ; 3275.41 ; 62.62 ; 57.30
561 ; 90 ; 1102.77 ; 50.83 ; 94.01
451 ; 128 ; 2397.11 ; 44.83 ; 76.76
1032 ; 29 ; 1569.50 ; 48.79 ; 86.25
802 ; 164 ; 1396.23 ; 32.65 ; 89.80
159 ; 56 ; 1036.39 ; 74.49 ; 95.71
134 ; 27 ; 488.45 ; 84.49 ; 99.00
741 ; 73 ; 2467.04 ; 43.08 ; 74.13
734 ; 78 ; 2066.54 ; 43.34 ; 81.24
133 ; 23 ; 66.08 ; 87.40 ; 99.91
253 ; 44 ; 695.82 ; 75.91 ; 97.86
353 ; 23 ; 1092.13 ; 73.91 ; 94.87
847 ; 18 ; 2326.74 ; 52.26 ; 76.12
297 ; 17 ; 1806.55 ; 74.13 ; 86.94
310 ; 37 ; 857.38 ; 74.31 ; 96.76
552 ; 44 ; 905.72 ; 62.47 ; 95.61
