dom ; request ; size ; historical ; distance
197 ; 70 ; 1454.05 ; 67.86 ; 91.59
257 ; 36 ; 1435.00 ; 73.73 ; 91.72
499 ; 26 ; 333.74 ; 71.30 ; 98.59
755 ; 31 ; 762.95 ; 58.95 ; 95.51
311 ; 16 ; 121.33 ; 81.93 ; 99.56
169 ; 9 ; 468.88 ; 86.32 ; 99.03
503 ; 35 ; 96.33 ; 70.63 ; 98.97
291 ; 29 ; 43.03 ; 80.95 ; 99.66
588 ; 103 ; 1091.36 ; 47.61 ; 93.97
520 ; 69 ; 2246.62 ; 52.33 ; 79.27
959 ; 21 ; 766.19 ; 55.57 ; 94.13
246 ; 17 ; 108.77 ; 84.38 ; 99.72
169 ; 15 ; 916.50 ; 83.11 ; 96.62
501 ; 38 ; 614.80 ; 67.41 ; 97.54
292 ; 41 ; 2254.00 ; 68.49 ; 79.87
949 ; 39 ; 692.74 ; 52.79 ; 94.62
558 ; 16 ; 158.04 ; 71.47 ; 98.69
459 ; 120 ; 1434.37 ; 48.73 ; 91.11
309 ; 37 ; 854.13 ; 74.37 ; 96.78
357 ; 84 ; 2848.19 ; 54.66 ; 67.88
462 ; 95 ; 2629.50 ; 48.59 ; 72.20
312 ; 21 ; 1058.28 ; 76.13 ; 95.26
946 ; 100 ; 2448.92 ; 32.62 ; 73.11
172 ; 22 ; 1500.04 ; 79.01 ; 91.12
660 ; 70 ; 893.62 ; 52.40 ; 95.17
820 ; 68 ; 2724.17 ; 41.41 ; 68.45
287 ; 39 ; 470.76 ; 76.93 ; 98.81
385 ; 50 ; 2961.15 ; 60.97 ; 65.26
511 ; 36 ; 1804.25 ; 61.75 ; 86.30
770 ; 69 ; 2281.84 ; 43.57 ; 77.39
189 ; 12 ; 175.85 ; 86.73 ; 99.74
690 ; 16 ; 228.10 ; 66.43 ; 97.94
712 ; 63 ; 1011.79 ; 51.75 ; 94.02
573 ; 37 ; 2663.11 ; 56.77 ; 71.09
1022 ; 25 ; 710.62 ; 53.97 ; 93.96
751 ; 43 ; 800.81 ; 56.40 ; 95.30
466 ; 66 ; 1871.10 ; 56.39 ; 85.50
1098 ; 117 ; 2181.99 ; 27.89 ; 76.70
207 ; 13 ; 1600.21 ; 78.84 ; 89.86
637 ; 121 ; 3433.18 ; 36.59 ; 52.45
321 ; 41 ; 1984.07 ; 68.08 ; 84.26
741 ; 17 ; 693.91 ; 62.21 ; 95.98
278 ; 40 ; 2411.06 ; 68.83 ; 77.05
551 ; 65 ; 815.33 ; 57.99 ; 96.21
716 ; 146 ; 3806.01 ; 30.82 ; 41.49
510 ; 20 ; 2082.63 ; 63.79 ; 82.09
740 ; 12 ; 823.59 ; 62.25 ; 95.22
359 ; 38 ; 650.65 ; 73.19 ; 97.84
616 ; 21 ; 1202.00 ; 63.03 ; 92.89
240 ; 90 ; 1414.11 ; 62.48 ; 91.95
622 ; 38 ; 2287.46 ; 55.62 ; 78.11
135 ; 6 ; 28.06 ; 90.05 ; 99.93
547 ; 21 ; 454.92 ; 69.59 ; 98.03
980 ; 195 ; 2748.13 ; 22.61 ; 66.69
621 ; 106 ; 2425.84 ; 41.00 ; 75.53
1044 ; 52 ; 913.35 ; 46.72 ; 92.49
403 ; 17 ; 2941.60 ; 66.81 ; 65.66
281 ; 7 ; 297.09 ; 83.45 ; 99.35
409 ; 64 ; 3386.11 ; 55.96 ; 54.67
640 ; 54 ; 1226.86 ; 55.20 ; 92.53
296 ; 41 ; 1407.91 ; 71.31 ; 91.93
327 ; 42 ; 256.32 ; 75.76 ; 99.32
217 ; 12 ; 1719.96 ; 78.17 ; 88.29
856 ; 43 ; 750.20 ; 53.81 ; 94.95
628 ; 117 ; 1899.40 ; 40.71 ; 84.36
942 ; 45 ; 2139.85 ; 45.29 ; 78.70
475 ; 46 ; 1772.71 ; 61.14 ; 86.87
675 ; 41 ; 1820.89 ; 54.55 ; 85.30
441 ; 56 ; 260.08 ; 67.60 ; 98.97
275 ; 30 ; 1486.36 ; 73.97 ; 91.10
501 ; 33 ; 2584.64 ; 60.58 ; 73.00
570 ; 33 ; 172.01 ; 67.97 ; 98.61
721 ; 104 ; 1481.99 ; 41.04 ; 89.38
763 ; 21 ; 818.95 ; 60.20 ; 95.12
351 ; 31 ; 458.12 ; 75.96 ; 98.70
474 ; 25 ; 205.29 ; 73.13 ; 98.96
753 ; 39 ; 1293.01 ; 54.67 ; 91.27
933 ; 72 ; 1794.33 ; 40.26 ; 84.05
419 ; 18 ; 2123.60 ; 67.81 ; 81.75
633 ; 56 ; 2058.61 ; 51.71 ; 81.92
754 ; 133 ; 3299.95 ; 31.50 ; 55.30
1262 ; 71 ; 1862.30 ; 34.56 ; 80.27
724 ; 99 ; 528.81 ; 46.65 ; 96.83
748 ; 167 ; 1160.81 ; 35.07 ; 92.46
487 ; 73 ; 662.43 ; 59.59 ; 97.35
554 ; 43 ; 778.16 ; 63.31 ; 96.44
653 ; 123 ; 4138.74 ; 34.99 ; 31.56
805 ; 108 ; 3117.54 ; 33.58 ; 59.57
811 ; 171 ; 1435.78 ; 31.74 ; 89.29
403 ; 93 ; 670.08 ; 59.09 ; 97.58
961 ; 138 ; 2916.54 ; 26.40 ; 63.19
1233 ; 57 ; 2209.77 ; 37.15 ; 75.04
410 ; 34 ; 642.04 ; 71.91 ; 97.73
83 ; 15 ; 571.22 ; 87.60 ; 98.70
836 ; 28 ; 1030.03 ; 55.83 ; 93.14
707 ; 153 ; 2798.93 ; 32.00 ; 67.45
778 ; 137 ; 2611.61 ; 31.65 ; 71.00
165 ; 39 ; 1312.74 ; 76.88 ; 93.18
243 ; 98 ; 1003.89 ; 62.94 ; 95.81
817 ; 25 ; 2635.22 ; 51.20 ; 70.35
602 ; 31 ; 750.86 ; 64.11 ; 96.39
695 ; 104 ; 974.50 ; 44.31 ; 94.38
641 ; 44 ; 2122.88 ; 54.08 ; 80.84
458 ; 120 ; 1826.76 ; 47.23 ; 86.13
654 ; 145 ; 2630.43 ; 34.72 ; 71.30
1031 ; 180 ; 2316.56 ; 23.29 ; 74.83
712 ; 105 ; 2731.04 ; 37.41 ; 68.93
556 ; 128 ; 1247.71 ; 44.63 ; 92.67
439 ; 95 ; 1914.57 ; 51.45 ; 84.94
558 ; 140 ; 2079.37 ; 40.09 ; 81.87
244 ; 20 ; 1441.79 ; 77.11 ; 91.67
941 ; 77 ; 2105.89 ; 38.01 ; 79.25
688 ; 106 ; 3284.20 ; 37.10 ; 56.10
530 ; 42 ; 1619.19 ; 60.41 ; 88.69
636 ; 112 ; 1928.34 ; 41.04 ; 83.89
337 ; 110 ; 1464.59 ; 55.12 ; 91.15
541 ; 132 ; 2658.91 ; 40.09 ; 71.25
403 ; 44 ; 2455.00 ; 62.64 ; 75.88
422 ; 18 ; 823.11 ; 73.24 ; 96.67
886 ; 160 ; 3590.01 ; 25.34 ; 46.64
135 ; 2 ; 10.25 ; 90.66 ; 99.93
453 ; 139 ; 2938.84 ; 42.48 ; 65.48
158 ; 7 ; 13.36 ; 89.32 ; 99.90
243 ; 16 ; 709.39 ; 81.52 ; 97.81
467 ; 56 ; 1959.67 ; 58.45 ; 84.18
404 ; 14 ; 432.54 ; 76.76 ; 98.63
841 ; 48 ; 1303.85 ; 50.12 ; 90.61
366 ; 58 ; 1897.99 ; 62.45 ; 85.43
122 ; 6 ; 48.90 ; 90.32 ; 99.93
891 ; 74 ; 2386.98 ; 39.07 ; 74.69
760 ; 140 ; 3653.04 ; 30.21 ; 45.69
1027 ; 92 ; 1656.07 ; 34.83 ; 85.18
307 ; 65 ; 1816.96 ; 63.54 ; 86.76
600 ; 52 ; 841.68 ; 59.09 ; 95.83
410 ; 44 ; 1918.82 ; 63.86 ; 85.00
1116 ; 206 ; 2185.64 ; 20.91 ; 76.38
255 ; 16 ; 2043.15 ; 75.13 ; 83.48
519 ; 22 ; 1684.38 ; 64.44 ; 87.90
501 ; 63 ; 3622.89 ; 52.07 ; 47.88
717 ; 22 ; 298.16 ; 64.24 ; 97.65
692 ; 55 ; 1373.91 ; 52.51 ; 90.77
459 ; 50 ; 1853.56 ; 60.57 ; 85.79
1144 ; 77 ; 2074.10 ; 34.37 ; 78.12
347 ; 57 ; 2421.22 ; 62.00 ; 76.68
336 ; 11 ; 720.51 ; 78.44 ; 97.54
463 ; 114 ; 1765.22 ; 48.04 ; 86.98
695 ; 123 ; 3989.97 ; 33.75 ; 36.05
830 ; 29 ; 1793.96 ; 52.42 ; 84.78
275 ; 45 ; 1488.21 ; 70.84 ; 91.07
550 ; 101 ; 2403.79 ; 44.50 ; 76.27
577 ; 27 ; 504.68 ; 67.15 ; 97.71
483 ; 49 ; 576.16 ; 65.85 ; 97.79
385 ; 78 ; 1447.54 ; 58.86 ; 91.24
234 ; 11 ; 349.73 ; 84.49 ; 99.31
551 ; 117 ; 2394.45 ; 42.15 ; 76.43
1106 ; 25 ; 1454.61 ; 48.68 ; 86.99
392 ; 17 ; 1252.01 ; 72.46 ; 93.29
828 ; 74 ; 2251.99 ; 40.97 ; 77.55
544 ; 44 ; 3750.54 ; 54.71 ; 44.05
521 ; 49 ; 2138.69 ; 57.34 ; 81.12
189 ; 20 ; 1335.79 ; 79.50 ; 92.91
1007 ; 159 ; 1579.32 ; 27.44 ; 86.24
629 ; 81 ; 2260.78 ; 45.66 ; 78.52
435 ; 37 ; 3308.78 ; 61.26 ; 56.61
508 ; 24 ; 269.67 ; 71.60 ; 98.71
590 ; 123 ; 3495.82 ; 37.95 ; 50.98
179 ; 12 ; 1065.04 ; 82.38 ; 95.46
692 ; 59 ; 2015.44 ; 49.11 ; 82.30
197 ; 5 ; 172.62 ; 87.37 ; 99.73
692 ; 87 ; 2218.43 ; 42.38 ; 78.93
873 ; 155 ; 4412.73 ; 25.21 ; 21.09
1181 ; 142 ; 3392.29 ; 21.37 ; 49.66
681 ; 64 ; 1737.68 ; 49.22 ; 86.42
331 ; 73 ; 2304.25 ; 59.25 ; 78.87
669 ; 140 ; 2564.36 ; 34.82 ; 72.56
613 ; 59 ; 2543.51 ; 50.44 ; 73.32
915 ; 24 ; 374.82 ; 58.18 ; 96.19
288 ; 68 ; 1184.23 ; 66.27 ; 94.20
578 ; 128 ; 3386.75 ; 37.89 ; 53.95
557 ; 58 ; 1966.92 ; 54.32 ; 83.71
280 ; 5 ; 68.76 ; 84.92 ; 99.68
467 ; 65 ; 2659.49 ; 54.50 ; 71.58
771 ; 120 ; 2608.60 ; 33.82 ; 71.12
1065 ; 122 ; 4262.95 ; 24.50 ; 24.73
574 ; 114 ; 3941.70 ; 39.25 ; 38.14
332 ; 33 ; 967.89 ; 73.62 ; 95.92
609 ; 113 ; 2229.45 ; 40.95 ; 79.14
869 ; 10 ; 1313.30 ; 56.48 ; 90.34
1217 ; 122 ; 980.80 ; 30.28 ; 90.43
274 ; 15 ; 2238.22 ; 74.01 ; 80.19
885 ; 58 ; 2758.43 ; 42.09 ; 67.30
1300 ; 59 ; 1624.31 ; 37.84 ; 83.13
453 ; 22 ; 346.67 ; 73.84 ; 98.73
443 ; 120 ; 711.17 ; 53.08 ; 97.21
551 ; 26 ; 620.73 ; 67.68 ; 97.31
573 ; 67 ; 1310.83 ; 54.15 ; 92.01
668 ; 61 ; 518.59 ; 56.31 ; 97.20
443 ; 33 ; 317.54 ; 72.43 ; 98.84
971 ; 69 ; 399.53 ; 46.89 ; 95.69
777 ; 133 ; 2693.49 ; 31.90 ; 69.32
988 ; 53 ; 1355.27 ; 45.37 ; 89.03
512 ; 69 ; 661.78 ; 59.44 ; 97.25
244 ; 17 ; 156.15 ; 84.19 ; 99.67
417 ; 77 ; 2195.44 ; 55.07 ; 80.52
529 ; 71 ; 2753.36 ; 50.36 ; 69.36
511 ; 60 ; 2385.86 ; 54.49 ; 76.80
247 ; 26 ; 321.58 ; 81.77 ; 99.36
418 ; 14 ; 2605.76 ; 67.30 ; 72.87
516 ; 47 ; 1964.26 ; 58.56 ; 83.92
345 ; 59 ; 167.82 ; 71.39 ; 99.41
140 ; 24 ; 45.27 ; 87.15 ; 99.91
560 ; 112 ; 2560.79 ; 42.13 ; 73.19
310 ; 24 ; 522.01 ; 78.60 ; 98.56
695 ; 60 ; 1427.66 ; 50.98 ; 90.16
363 ; 36 ; 445.89 ; 74.55 ; 98.71
974 ; 182 ; 1755.63 ; 26.05 ; 84.17
402 ; 86 ; 3491.15 ; 51.37 ; 51.86
352 ; 12 ; 1192.96 ; 75.17 ; 93.97
224 ; 63 ; 1924.44 ; 66.82 ; 85.36
286 ; 13 ; 627.88 ; 80.75 ; 98.15
735 ; 170 ; 2873.96 ; 29.73 ; 65.61
66 ; 10 ; 820.82 ; 87.91 ; 97.36
441 ; 35 ; 3971.49 ; 60.65 ; 37.80
324 ; 31 ; 1827.58 ; 70.49 ; 86.58
916 ; 74 ; 2638.05 ; 37.92 ; 69.60
274 ; 21 ; 564.53 ; 80.29 ; 98.46
252 ; 16 ; 77.97 ; 84.50 ; 99.73
96 ; 14 ; 275.64 ; 88.88 ; 99.67
383 ; 31 ; 1827.63 ; 68.01 ; 86.41
549 ; 84 ; 3361.69 ; 45.86 ; 54.78
352 ; 116 ; 2062.86 ; 51.47 ; 82.89
473 ; 21 ; 854.89 ; 70.41 ; 96.28
815 ; 112 ; 1756.75 ; 36.08 ; 85.34
613 ; 61 ; 2530.20 ; 49.99 ; 73.58
103 ; 15 ; 631.38 ; 86.67 ; 98.40
761 ; 63 ; 3526.44 ; 42.97 ; 49.29
965 ; 87 ; 1816.72 ; 36.39 ; 83.49
163 ; 20 ; 176.53 ; 86.38 ; 99.77
198 ; 7 ; 122.41 ; 87.34 ; 99.79
670 ; 23 ; 719.80 ; 63.33 ; 96.23
677 ; 54 ; 2442.46 ; 49.61 ; 74.97
252 ; 11 ; 713.82 ; 81.84 ; 97.77
638 ; 103 ; 4312.66 ; 38.16 ; 25.92
664 ; 92 ; 2698.74 ; 41.26 ; 69.88
211 ; 42 ; 704.19 ; 77.85 ; 97.89
294 ; 14 ; 463.14 ; 81.20 ; 98.83
572 ; 67 ; 731.46 ; 57.18 ; 96.62
348 ; 56 ; 621.97 ; 69.64 ; 98.01
393 ; 104 ; 2945.35 ; 49.39 ; 65.56
367 ; 103 ; 1961.47 ; 53.02 ; 84.45
643 ; 72 ; 3487.49 ; 44.75 ; 50.99
931 ; 24 ; 389.53 ; 57.73 ; 96.03
914 ; 80 ; 802.10 ; 43.64 ; 94.21
141 ; 12 ; 803.35 ; 84.98 ; 97.41
738 ; 12 ; 692.77 ; 63.03 ; 96.01
439 ; 48 ; 2243.34 ; 60.71 ; 79.64
723 ; 102 ; 1774.55 ; 40.16 ; 85.66
187 ; 11 ; 143.70 ; 87.08 ; 99.78
680 ; 58 ; 1002.66 ; 54.00 ; 94.27
760 ; 44 ; 2570.41 ; 49.11 ; 72.01
371 ; 41 ; 724.85 ; 71.65 ; 97.41
698 ; 29 ; 2569.60 ; 54.12 ; 72.38
618 ; 43 ; 2446.25 ; 54.28 ; 75.19
600 ; 39 ; 2221.44 ; 56.37 ; 79.37
495 ; 106 ; 2575.46 ; 45.52 ; 73.16
243 ; 9 ; 39.85 ; 86.00 ; 99.76
450 ; 80 ; 2662.81 ; 51.94 ; 71.57
122 ; 15 ; 759.84 ; 85.40 ; 97.69
357 ; 22 ; 1240.65 ; 73.17 ; 93.51
353 ; 4 ; 47.50 ; 82.19 ; 99.51
817 ; 14 ; 357.81 ; 62.32 ; 96.90
435 ; 7 ; 229.43 ; 77.36 ; 99.06
521 ; 22 ; 320.30 ; 71.15 ; 98.54
855 ; 128 ; 1514.49 ; 33.87 ; 88.15
517 ; 71 ; 1522.57 ; 54.47 ; 89.91
362 ; 21 ; 632.62 ; 76.33 ; 97.93
496 ; 134 ; 2213.98 ; 42.77 ; 79.88
617 ; 118 ; 1144.71 ; 44.15 ; 93.36
428 ; 34 ; 2506.75 ; 63.62 ; 74.80
425 ; 37 ; 168.19 ; 73.09 ; 99.18
972 ; 177 ; 2799.10 ; 23.52 ; 65.68
364 ; 18 ; 1080.97 ; 74.34 ; 94.93
582 ; 60 ; 2169.20 ; 52.27 ; 80.34
685 ; 21 ; 2376.50 ; 56.38 ; 76.17
593 ; 70 ; 1085.51 ; 53.78 ; 94.02
450 ; 117 ; 1616.64 ; 48.74 ; 88.98
916 ; 62 ; 2525.03 ; 40.89 ; 71.88
482 ; 105 ; 3338.29 ; 44.85 ; 55.64
570 ; 64 ; 874.94 ; 57.19 ; 95.74
350 ; 11 ; 94.41 ; 81.14 ; 99.49
339 ; 8 ; 880.26 ; 77.83 ; 96.53
207 ; 11 ; 150.38 ; 86.37 ; 99.74
229 ; 24 ; 377.19 ; 82.50 ; 99.24
690 ; 169 ; 2536.98 ; 31.92 ; 72.96
497 ; 92 ; 1554.13 ; 50.92 ; 89.60
417 ; 33 ; 792.67 ; 70.97 ; 96.87
641 ; 77 ; 1281.09 ; 49.63 ; 91.98
792 ; 130 ; 4033.97 ; 29.89 ; 34.10
174 ; 6 ; 53.01 ; 88.68 ; 99.87
894 ; 122 ; 2051.16 ; 31.77 ; 80.44
355 ; 92 ; 1291.53 ; 58.06 ; 92.98
753 ; 82 ; 1206.00 ; 45.30 ; 92.10
647 ; 141 ; 3077.02 ; 34.54 ; 61.41
149 ; 8 ; 20.06 ; 89.42 ; 99.91
557 ; 82 ; 2904.01 ; 46.68 ; 65.91
989 ; 196 ; 3983.65 ; 20.67 ; 34.22
442 ; 127 ; 1753.67 ; 47.28 ; 87.20
393 ; 120 ; 1914.88 ; 49.68 ; 85.06
321 ; 51 ; 2617.10 ; 64.08 ; 72.91
959 ; 179 ; 2151.46 ; 25.18 ; 78.26
703 ; 63 ; 3052.50 ; 45.46 ; 61.76
114 ; 6 ; 13.66 ; 90.76 ; 99.95
70 ; 14 ; 109.71 ; 90.78 ; 99.93
526 ; 18 ; 3062.53 ; 61.31 ; 62.39
504 ; 50 ; 829.54 ; 63.37 ; 96.32
430 ; 8 ; 78.40 ; 78.23 ; 99.26
842 ; 66 ; 2101.03 ; 42.78 ; 80.03
607 ; 120 ; 1931.38 ; 40.97 ; 83.98
133 ; 11 ; 1269.30 ; 82.94 ; 93.65
586 ; 137 ; 2389.43 ; 38.49 ; 76.35
269 ; 13 ; 732.60 ; 80.82 ; 97.63
427 ; 67 ; 711.92 ; 63.19 ; 97.30
413 ; 31 ; 724.54 ; 71.89 ; 97.29
344 ; 22 ; 707.62 ; 76.50 ; 97.59
789 ; 20 ; 1114.71 ; 58.09 ; 92.73
839 ; 93 ; 2669.79 ; 35.89 ; 69.46
492 ; 11 ; 480.26 ; 73.19 ; 98.16
585 ; 145 ; 2432.55 ; 37.63 ; 75.54
496 ; 38 ; 1772.48 ; 62.06 ; 86.80
755 ; 28 ; 489.03 ; 61.00 ; 96.84
559 ; 14 ; 131.48 ; 71.87 ; 98.71
1166 ; 36 ; 598.66 ; 50.04 ; 93.30
375 ; 24 ; 431.86 ; 76.37 ; 98.72
1183 ; 146 ; 2297.82 ; 23.04 ; 73.90
672 ; 107 ; 2836.08 ; 38.19 ; 66.86
643 ; 14 ; 472.21 ; 67.09 ; 97.52
766 ; 23 ; 457.99 ; 61.76 ; 96.90
205 ; 12 ; 370.29 ; 85.23 ; 99.30
79 ; 16 ; 230.09 ; 89.31 ; 99.77
934 ; 83 ; 3442.23 ; 34.27 ; 50.42
403 ; 3 ; 54.41 ; 80.16 ; 99.36
496 ; 99 ; 3067.37 ; 45.70 ; 62.35
349 ; 89 ; 2000.98 ; 56.10 ; 83.90
1051 ; 19 ; 2313.70 ; 47.72 ; 74.84
440 ; 24 ; 203.65 ; 74.75 ; 99.08
264 ; 16 ; 652.83 ; 81.03 ; 98.07
389 ; 86 ; 2432.85 ; 53.77 ; 76.33
703 ; 63 ; 1746.15 ; 48.72 ; 86.18
799 ; 30 ; 507.84 ; 59.31 ; 96.51
108 ; 8 ; 47.60 ; 90.48 ; 99.95
556 ; 155 ; 1971.36 ; 39.24 ; 83.56
194 ; 41 ; 484.08 ; 79.83 ; 98.93
393 ; 87 ; 1233.98 ; 57.66 ; 93.44
616 ; 181 ; 1584.85 ; 36.79 ; 88.61
404 ; 34 ; 51.90 ; 75.26 ; 99.35
476 ; 69 ; 1726.11 ; 55.79 ; 87.49
1012 ; 147 ; 4148.72 ; 22.94 ; 28.88
455 ; 77 ; 2585.55 ; 52.52 ; 73.13
644 ; 50 ; 2463.08 ; 51.66 ; 74.74
371 ; 55 ; 1052.86 ; 66.60 ; 95.13
412 ; 24 ; 458.84 ; 74.66 ; 98.52
509 ; 65 ; 229.63 ; 62.77 ; 98.77
467 ; 103 ; 1248.97 ; 51.64 ; 93.03
795 ; 26 ; 910.75 ; 57.97 ; 94.30
848 ; 150 ; 4004.90 ; 26.50 ; 34.63
560 ; 72 ; 1632.53 ; 52.11 ; 88.38
785 ; 34 ; 840.05 ; 57.14 ; 94.85
283 ; 92 ; 1243.17 ; 61.24 ; 93.63
639 ; 6 ; 337.34 ; 68.96 ; 97.97
586 ; 173 ; 2147.37 ; 36.32 ; 80.58
362 ; 21 ; 1289.39 ; 72.89 ; 93.01
734 ; 27 ; 674.21 ; 60.83 ; 96.13
629 ; 176 ; 2327.48 ; 34.16 ; 77.24
369 ; 52 ; 1400.76 ; 65.71 ; 91.82
314 ; 19 ; 1365.36 ; 74.88 ; 92.35
171 ; 5 ; 62.20 ; 88.86 ; 99.87
73 ; 6 ; 312.79 ; 90.53 ; 99.60
521 ; 119 ; 1921.37 ; 44.43 ; 84.51
513 ; 78 ; 2059.04 ; 51.24 ; 82.44
762 ; 136 ; 3085.15 ; 31.32 ; 60.59
308 ; 63 ; 310.41 ; 71.30 ; 99.24
498 ; 84 ; 1437.86 ; 52.90 ; 90.95
530 ; 21 ; 585.10 ; 69.54 ; 97.57
501 ; 33 ; 1244.74 ; 65.10 ; 92.98
190 ; 44 ; 283.18 ; 80.32 ; 99.54
897 ; 117 ; 2058.16 ; 32.32 ; 80.31
244 ; 34 ; 291.00 ; 80.55 ; 99.43
543 ; 22 ; 1653.11 ; 63.59 ; 88.20
451 ; 93 ; 2254.34 ; 50.31 ; 79.38
750 ; 106 ; 3176.33 ; 35.31 ; 58.46
208 ; 33 ; 998.82 ; 78.22 ; 95.94
185 ; 16 ; 47.35 ; 87.02 ; 99.86
692 ; 162 ; 1984.02 ; 33.84 ; 82.70
407 ; 20 ; 772.13 ; 73.82 ; 97.03
332 ; 20 ; 450.73 ; 78.74 ; 98.78
663 ; 37 ; 1289.41 ; 57.99 ; 91.81
593 ; 77 ; 1893.24 ; 48.87 ; 84.64
830 ; 24 ; 677.94 ; 58.61 ; 95.52
276 ; 58 ; 2214.63 ; 65.18 ; 80.58
1077 ; 193 ; 4366.97 ; 18.75 ; 21.05
260 ; 10 ; 658.00 ; 81.96 ; 98.05
1160 ; 147 ; 2195.22 ; 23.56 ; 75.90
520 ; 22 ; 2580.42 ; 61.79 ; 73.01
852 ; 57 ; 406.25 ; 52.43 ; 96.52
295 ; 44 ; 2713.51 ; 66.62 ; 70.97
375 ; 83 ; 2155.33 ; 55.70 ; 81.33
470 ; 57 ; 1608.14 ; 59.35 ; 89.05
258 ; 74 ; 1298.22 ; 65.56 ; 93.15
773 ; 21 ; 2666.28 ; 53.03 ; 69.98
1100 ; 33 ; 2160.30 ; 44.77 ; 77.10
126 ; 5 ; 658.99 ; 87.12 ; 98.25
187 ; 16 ; 99.29 ; 86.65 ; 99.82
431 ; 18 ; 902.17 ; 72.43 ; 96.10
444 ; 80 ; 594.27 ; 60.31 ; 97.83
276 ; 54 ; 1566.67 ; 68.33 ; 90.13
304 ; 30 ; 1938.31 ; 71.13 ; 85.00
878 ; 135 ; 3023.10 ; 28.44 ; 61.33
402 ; 5 ; 143.86 ; 79.43 ; 99.29
441 ; 26 ; 741.61 ; 71.53 ; 97.10
98 ; 18 ; 327.07 ; 87.94 ; 99.54
787 ; 115 ; 3547.18 ; 32.51 ; 48.52
425 ; 56 ; 2446.93 ; 58.88 ; 75.96
262 ; 30 ; 870.42 ; 77.49 ; 96.78
653 ; 39 ; 62.59 ; 64.35 ; 98.32
610 ; 19 ; 972.71 ; 64.74 ; 94.86
180 ; 14 ; 904.08 ; 82.93 ; 96.69
83 ; 5 ; 47.66 ; 91.61 ; 99.96
161 ; 20 ; 501.03 ; 84.81 ; 98.92
796 ; 117 ; 1987.80 ; 35.12 ; 82.09
95 ; 16 ; 640.11 ; 86.69 ; 98.37
571 ; 51 ; 583.05 ; 61.84 ; 97.40
268 ; 18 ; 999.74 ; 78.67 ; 95.83
253 ; 28 ; 1224.90 ; 76.38 ; 93.90
566 ; 147 ; 2428.75 ; 38.16 ; 75.69
499 ; 108 ; 1144.09 ; 50.08 ; 93.89
378 ; 33 ; 300.89 ; 75.26 ; 99.09
365 ; 39 ; 533.41 ; 73.37 ; 98.37
933 ; 36 ; 1623.37 ; 49.23 ; 86.34
473 ; 51 ; 3055.14 ; 56.86 ; 62.76
506 ; 104 ; 1036.21 ; 50.93 ; 94.78
457 ; 99 ; 2595.57 ; 48.20 ; 72.91
937 ; 21 ; 469.22 ; 57.67 ; 95.72
922 ; 145 ; 1502.95 ; 30.61 ; 87.81
305 ; 47 ; 551.17 ; 73.96 ; 98.45
547 ; 70 ; 2143.38 ; 51.29 ; 80.92
730 ; 44 ; 1104.32 ; 55.22 ; 93.17
215 ; 67 ; 1680.32 ; 67.04 ; 88.80
596 ; 53 ; 1647.96 ; 55.15 ; 88.03
422 ; 24 ; 1916.76 ; 67.33 ; 84.99
54 ; 4 ; 240.86 ; 92.83 ; 99.76
219 ; 41 ; 1472.00 ; 73.92 ; 91.37
836 ; 21 ; 340.25 ; 60.75 ; 96.82
551 ; 71 ; 3096.84 ; 48.90 ; 61.44
786 ; 161 ; 1978.15 ; 31.08 ; 82.25
528 ; 94 ; 2301.99 ; 46.81 ; 78.24
388 ; 33 ; 1785.29 ; 67.58 ; 86.99
525 ; 12 ; 228.87 ; 72.98 ; 98.72
826 ; 8 ; 502.27 ; 62.08 ; 96.36
783 ; 25 ; 1059.55 ; 57.71 ; 93.24
294 ; 58 ; 1501.86 ; 66.96 ; 90.86
405 ; 142 ; 1440.16 ; 48.54 ; 91.20
652 ; 50 ; 1271.30 ; 55.51 ; 92.04
907 ; 145 ; 843.97 ; 34.20 ; 93.94
973 ; 174 ; 3615.50 ; 22.43 ; 45.27
1441 ; 115 ; 2210.54 ; 23.64 ; 72.83
167 ; 1 ; 274.90 ; 89.11 ; 99.60
303 ; 16 ; 539.89 ; 80.13 ; 98.51
919 ; 172 ; 819.50 ; 32.09 ; 93.98
573 ; 26 ; 2441.79 ; 59.35 ; 75.49
394 ; 12 ; 914.07 ; 74.82 ; 96.14
360 ; 83 ; 857.31 ; 61.81 ; 96.61
744 ; 143 ; 3334.94 ; 30.78 ; 54.44
602 ; 57 ; 1053.16 ; 56.70 ; 94.26
273 ; 37 ; 1245.99 ; 73.77 ; 93.66
433 ; 97 ; 1210.01 ; 54.27 ; 93.53
324 ; 34 ; 89.37 ; 78.41 ; 99.56
592 ; 65 ; 1712.37 ; 52.21 ; 87.20
855 ; 16 ; 2035.75 ; 53.22 ; 81.01
318 ; 37 ; 2778.25 ; 67.06 ; 69.53
422 ; 25 ; 414.59 ; 74.30 ; 98.63
398 ; 77 ; 1631.67 ; 57.75 ; 88.99
604 ; 96 ; 899.99 ; 49.17 ; 95.39
149 ; 27 ; 1637.12 ; 78.31 ; 89.47
478 ; 126 ; 2628.14 ; 43.43 ; 72.14
1126 ; 155 ; 4248.70 ; 20.25 ; 24.65
986 ; 173 ; 4148.86 ; 21.64 ; 29.05
946 ; 33 ; 1788.66 ; 48.91 ; 84.05
